idx,class,conversation
5273,일반 대화,"요즘도 서핑 많이 타나?
이제 추워져서 타러가기 쉽지 않을 것 같은데...
바다는 좀 추울 것 같다.
친구가 작년부터 서핑을 다니는데 넘 좋아보였어.
내 주변에도 몇 명있더라구.
처음에 배울 때 엄청 힘들다는데 일어서기도 힘들대.
그건 좀 무섭군.
그래도 재밌어 보이던데 한 번 시작해봐.
그 담에 우리도 알려주라!
추운데 다들 어디서 하나 검색해봐야겠다.
듣기로는 그 수트가 따뜻하다고도 한 것 같고.
수트랑 보드도 빌리는건가?"
5274,일반 대화,"김연경 선수 팬 됐어.
나도 나도 올림픽 보고 팬 됐어.
정말 멋있지 않니?
응 진짜 멋지고 실력도 짱이야.
성격도 정말 유쾌하더라.
나도 김연경 선수랑 친구하고 싶다.
같이 있으면 계속 웃게 될 거 같아.
그러니까 실물 영접 하고 싶어.
나중에 같이 시합 보러 가자.
응 꼭 보러 가면 좋겠어!"
5275,협박 대화,"헤어져
 싫어
 헤어져! 헤어지지 않으면 너네 싹 다 죽여버릴거야 죽여달라고 애원할 정도로 고통스럽게 죽여버릴거야 너희 다!!
 사랑이 죄는 아니잖아!
 사랑? 사랑같은 소리하고 있네 뚫린 입이라고 정말 아무 말이나 지껄이네 지금 기회줄 때 헤어져
 기회? 기회는 무슨 너가 네 남편 간수 못해서 이 사단 난거 아니야?
 너 지금 이러는 거 네 아들도 아니? 보니까 네 아들 너랑 안닮아서 잘생겼더라? 아주 애가 귀엽던데?
 뭐? 너가 우리 아들을 어떻게 알아
 왜 아들이 알까봐 두렵니?
 너 우리 아들한테 털 끝 하나 건드리기만 해! 그 땐 너죽고 나죽고야
 너죽고 나죽고라고? 나는 너 죽이고 네 아들도 죽일거야 나 절대 이대로 혼자 안당해 내가 받은 고통보다 몇 십배는 돌려줄거야 반응 보니까 네 아들부터 납치해서 어디 산 절벽에서 확 밀어죽여버려야겠다"
5276,직장 내 괴롭힘 대화,"이것 좀 같이 정리하지?
내가 왜? 이거 팀장님이 이대리 시킨일이잖아
나한테만 시킨게 아니고 우리 기수 모두한테 시킨거지.
아닌데 우린 못들었는데 이대리가 가지고 온 일이니까 이대리 혼자서해 우리 바쁜거 안보여?
나도 바빠. 같이해야지.
그러게 그런 잡일은 왜 받아 다른 동기들한테 부탁해 보던지.누가 도와 줄 지는 모르겠지만.
민대리 이거 팀장님이 정리하래 같이 좀 하지?
나한테는 그런말 없으시던데? 이대리가 받아온거 아니야? 그럼 혼자해야지!!
우리 기수한테 시킨거라고 내가 아니고
나는 못들어서 알아서 해보던지"
5277,일반 대화,"오늘 아침부터 너무 춥던데 옷 챙겨입고 다녀라
그러게요 패딩사야하는데 큰일이네요
아울렛가서 봐봐 지난주에 갔다왔는데 세일 많이 하더라
사이즈나가 있으면 예쁜게 없으니까 그러는거죠
오늘 미세먼지도 좋음이더라
미세먼지 좋음 뭐해요 코로나땜에 마스크 쓰는데요
이런날엔 마스크 꼭 kf94 쓰고 다녀라
예예 그러고 다닙니다 팀장님도 마스크 잘쓰세요
그래도 마스크 쓰고 나서는 겨울에 감기가 없어
좋은 현상이네요 겨울감기 조심하세요"
5278,갈취 대화,"야!.야!야야!!
네?
너 몇학년이야?
1학년이요.
1학년? 선배가 부르는데 대답을 똑바로 안해?
무슨 일때문에 그러세요.
아 내가 갑자기 출출해져서 밥좀 사먹어야하는데 돈이 없네?
아. 제가 돈이 없는데.
그래?
네. 돈이 없어요.
그럼 찾아서 나오면 10원에 한대씩이다?"
5279,갈취 대화,"빌린돈 언제 갚을건데
조만간갚겟습니다 3달만 시간을주세요
그건좀 곤란한데 
지금 돈구하기위해 알바하고있습니다.
그건 니사정이지 이번달 알바한다고 천만원 줄수잇어?
차근차근 한달씩 갚겠습니다 한번만 봐주세요
좋아 그말함 믿어보지 그럼한달씩 이자포함해서 400씩 내놔
아니 무슨 이자가 3달동안 200이나 합니까? 너무하신거아니에요
이자물기 시르면 좋은말할때 당장 천만원갚아
웃기지말라해 법장이자대로는 못줘"
5280,일반 대화,"이번주 토요일날 회사 동생 결혼식인데 축의금만 보내주면 될가?
오빠 격리 중인거 알고 있어?
응 동생 연락 와서 모바일 청접장 보내주던데 갈수있을지 모르겠다
그럼 안가는게 서로한테 맞지 않을까?
어쨌거나 격리중이였는데 사람 많은 곳에 간다는게...ㅠㅠ
글체 축의금은 얼마 정도 하는게 좋을가?
친한 동생이야?
회사다닐때는 친했는데 이제 그만 두면서 몇번 봤지
밥도 안먹으니깐 5만원정도면... 어때?
근데 얼마전에 회사 친구 결혼할때 3만원 했는데
요즘은 5만원씩 하지않나?
왜 그렇게 밖에 안했어 ㅠㅠ
안가니까 3만원했지
그럼 3만원해"
5281,기타 괴롭힘 대화,"저기 거기 제 자리인데요.
 아니 그냥 갑시다. 자리도 널널한데
 아니 제 반려견까지 미리 예약한 자리예요.
 아 개새끼가 사람 새끼보다 중하다 이건가.
 아니 왜 그러세요?
 아니 그럼 이 자리에 반려견인가 개새끼인가 두면 되겠네. 아가씨 몇 살이야?
 경찰부르겠어요.
 왜 그래 불쌍한 청춘들끼리.
 그만 가주세요.
 그만 가주세요오. 오호 목소리도 이쁜데 마스크 한 번 벗어봐."
5282,일반 대화,"언니들은 대중교통으로 출퇴근할때 교통비 한달 얼마나 나와?
`나는 가까워서 5만원정도?
나도 비슷해!
헐 5만원? 나랑 너무 차이나는데...?
왜? 너 한달 교통비가 얼마나 나오는데?
그러게 얼마나 나와?
나 10만원 넘게 나오는것 같아 평균 12만원정도 ㅠㅠ
와~ 많이 나오긴 하네
직장이 멀어 부담되겠다...
응 나는 광역버스타고 다녀서 더 그런것 같아
아아... 광역버스로 출퇴근하면 그럴수 있지
광역버스는 어쩔 수 없다... ㅜ"
5283,갈취 대화,"야! 나 오늘 승급전인데 말이야.
으응.?
돈이 없어서 말이야. 빌려줄거지? 너 돈 많잖아.
나. 나도 지금은 돈이 없어서 
이 씨발새끼가 진짜 야. 말귀 못알아 듣냐?
나도래 야 니가 지금 돈이 없을 때냐?
씨발 이 형님이 돈이 없다는 데 말이야 구걸해서라도 가져와야지 
아. 미안해. 얼마 필요한데.?
얼마? 씹새꺄 되는대로 구해와.
애 울겠다 울겠어."
5284,갈취 대화,"이거 콘서트 아니야? 헐. 너 티켓팅 성공했구나.
그지 멋있지. 내가 이거 받으려고 진짜 방도 가고 고생했다.
오 고생한 보람 좀 있는데 그런 의미로 나 이거 자랑 좀 하게 줘봐
머? 이거 진짜 없어지면 나 콘서트 못가.
훼손 안하고 이상태로 돌려줄게 그럼 됐지 그냥 좀 줘봐
그래도 안돼. 잃어버리면 나 진짜 못가다고.
애들한테 못만지게 할테니까 좀 빌려주라 이런걸 언제 또 만져보겠냐.
그래도 양도도 안돼. 이거 불법이야.
그럴일 없다고 나 콘서트 안갈거라고 애들 자랑하고 너한테 준다니까? 그래도 난리야 그냥 빨리 좀 줘봐 빨리 줘야 빨리 돌려받지.
알겠어 꼭 이상태로 돌려줘."
5285,기타 괴롭힘 대화,"야 ! 대답안하냐 ? 안들리냐 ?
어.? 나 불렀어?
어 몇번이나 불렀는데 왜 무시해
무시하는게아니라 .못 들었어.미안해
아 맨날 못 듣는데 너 귀머거리냐 답답해 죽겠네
미안해 .
아 쫌 ! 아 됐다"
5286,일반 대화,"저녁 뭐 먹었엉 하하
저녁은 막창이랑 옛날 도시락!
무슨 동네에 그런 걸 팔아 키키
후후 우리 집 앞에 많지
옛날 도시락 하니까 또 오징어게임 생각나네...
나 아직 안 봤어 그거
오징어게임 아직 안 보셨다니...
네 전 외계인입니다
대화 중단하고 싶네요 하하
잔인한 거 시러효
옛날 도시락 엄청 먹고 싶더라 그거 보니까 키키
아니 그거 뭐 다 나오네?
그 집에 옛날 도시락 잘 팔릴 듯 키키
키키 나는 옛날 소세지 좋아하는데 거기 안 넣어줌 ㅠㅠ
응 뭐가? 다 나온다구...?
무궁화 꽃이 피었습니다도 나온다던데"
5287,일반 대화,"요새 파충류 유튜브에 빠졌어.
나도 파충류 자주 봐.
난 사람들이 그렇게 많이 파충류를 키우는 줄 몰랐어.
나도 마찬가지야, 진짜 놀랐어.
그리고 의외로 귀엽더라.
맞아 도마뱀도 귀엽고 개구리도 귀여워.
나도 키워보고 싶었는데 금세 포기했어.
한번 키워보지 왜 포기했어?
먹이로 냉동된 새끼 쥐, 귀뚜라미 줘야 해서.
윽 생각만 해도 너무 징그럽다."
5288,직장 내 괴롭힘 대화,"야 종민아.
넵?
어우 내가 엊그제 당직을 서서 몸이 좀 뻐근한데 행보관님이 나한테 치장창고 작업을 맡기셨네?
종훈이한테 용사 몇 명 데리고 올라가라 하겠습니다.
내가 널 시켰지 종훈이를 시켰냐? 너 임관한지 얼마나 됐지?
이제 5개월 됐습니다.
5개월이나 됐는데 아직도 그모양이냐? 어휴 전역이나 할것이지 무슨 임관을 쳐 한다고.
죄송합니다. 제가 용사들 인솔해서 작업하고 오겠습니다.
그래 죄송하면 빨리 가서 해라. 열 올라오니까.
네 알겠습니다."
5289,직장 내 괴롭힘 대화,"민호씨 잠깐 나좀 봅시다
무슨일 때문에 그러세요?
회사생활하기 싫어요? 요즘 민호씨 얘기가 내귀에 계속 들어오네요
제가 뭐 잘못했나요? 일하는데 실수하는거 때문에 그러시는지.
이사님이 말씀하실땐 핑계대지말고 그냥 네죄송합니다 라고 하세요 그리고 집에 구두없어요? 단화신으라고 누가 말했나요? 우리회사에 단화신고 다니는사람 봤어요? 점심 밥먹을때 혼자 늦게와서 천천히 먹는 자세 버리세요. 누가 그렇게 느긋하게 밥먹던가요?
다른건 몰라도 밥먹는거 가지고 좀.제가 천천히 먹는 버릇이 있어서요 빨리먹으면 소화불량이 되서 약먹어야합니다.
누군 시간이 남아돌아서 빨리먹고 나가요? 생각좀 하고 말해요 여긴 단체생활입니다 적응이 안되면 다른데 알아보시구요 여기 계속 다닐거면 그냥 시키는대로 하세요
너무 보수적인것같습니다.
더 보수적인 생활 하고싶으면 알아서 하세요
죄송합니다."
5290,일반 대화,"머리가 너무 많이 빠지는 것 같아
요즘 탈모가 다들 최대 고민이라고 하던데
응 오빠는 탈모 고민 없어?
탈모 증상은 없는거 같아
다행이다 젊은 사람도 요즘 탈모가 정말 많아
맞아 특히 스트레스 때문인 것 같아
응 스트레스는 정말 만병의 근원이야
머리가 많이 빠지고 있는거야?
나는 정말 많이 빠지는데 머리숱도 정말 많아
그럼 탈모는 아닐꺼야"
5291,일반 대화,"군대에서 맛있게 먹었던 식사가 있어?
개인적으로 군대리아가 가장 나았던 거 같아.
군대는 역시 냉동식품이지
미군부대는 식사가 좀 달랐을지 궁금하네?
그러게 미군부대는 다른게 있어요?
미군 PX 가면 미국 음식들 팔긴했는데 생각보다 비쌌어
군대에서 냉동식품도 먹을 수 있어?
응 냉동식품을 사서 간단하게 전자렌지에 돌려서 먹는 정도.
대표적인게 냉동 만두 였어
결국은 다 돈인데 그때 월급이 적어서 뭘 사먹을수 있었을까?
집에서 돈을 조달 받지 않는 이상 냉동식품을 먹는건 힘들지.
그렇지 군대에서 빚지고 제대한다"
5292,일반 대화,"너네 운동 좋아하는거 있어?
웅 걷기운동 좋아해
나 자전거 타는거 좋아해. **는?
나도 자전거타는거 좋아하는데 나중에 자전거 타고 인천이나 갔다와볼래?
키키 가능해?? 멀지않아...?
가능한가?
**이는 걷는거 좋아하니까 걸어오면 되겠다!
지난번에 친구랑 갔다 와봤어 ㅎ
하 가다가 마흔살 되겠다
그럼 가보자 추억이 되겠다.  얼마나 걸려?
둘이 갔다와 난 집에서 응원할게
가는데 한 7시간인가 걸렸던거 같아 ㅎ
헐...대박 도전...!"
5293,일반 대화,"부주 알바 궁금한게 있어요.
어떤게 궁금해요?
알바비는 어느정도였어요?
레벨업 비용은  60정도인데 알파가 있어요
알파는 뭐에요?
레벨업할때 나오는 아이템은 부주거에요
그것도 돈이 되나요?
네 알파로 50이상이요
기간은 얼마인데요?
보통 4주인데 전 2주에 끝냈었죠"
5294,협박 대화,"오빠 우리 헤어져
아니 대체 왜 오빠가 무슨 잘못 했어?
나 다른 남자 생겼어
뭐 바람났다고? 내가 너한테 얼마나 잘해줬는데
오빠보다 훨씬 능력있고 돈도 많아
그래서 그게 도대체 누군데?
오빠도 아는사람이야 오빠친구 이재원
당장 그새끼 불러와 니들 내가 가만히 둘줄 알아?
구질구질하게 왜이래 오빠
너랑 그새끼 내가 가만 안둔다 내가 죽든 그새끼가 죽든 내가 죽일거다"
5295,일반 대화,"가족 모임 자주 함?
우린 매일 모여
키키 우린 약간 자주 만나는 듯
우리 가족은 명절. 생일. 이쯤?
저녁마다 가족회의 한당
난 언니네 자주 가고 키키
다 모이긴 넘 힘들어
우리 가족 특이한 건가 이게
형부도 맨날 우리랑 놀라함 키키
저녁마다 가족 회의를 한다고?
다 모여야 정이 깊어지지
가족끼리 돈독하네 키키
무슨 그런 일이 키키
응 우리 가족은 그래
맞다 맞다 키키
회의라니 첨임
오 신기하다
무슨 회의함?
가족 비지니스를 하잖아 우린
드라마에서 나오는 가족 아니냐 키키"
5296,직장 내 괴롭힘 대화,"송대리 말이야 권대리랑 뭔가 이상하지 않아?
권대리 뿐이야? 김대리한테도 장난아니야
회사에 입고 오는 꼴 하고는. 가슴 크다고 자랑하는거야 뭐야
분명 김대리랑 잤을걸? 남자들은 대체 저게 왜좋다나 몰라
그러게 완전 술집여자같이 생겼건만 뭐가 이쁘다는거야
실적 위주 성과위주는 무슨. 이번 승진도 과장이랑 한번 자고 한게 뻔해
미래 송대리 남편도 불쌍해. 저런 창녀인지 모를거 아니야
진짜 짜증나서 오늘 보고서 늦게 갖다줬지롱 아마 꽤나 애먹었을거야
어우 나는 근처에 가기도 역겹더라. 송대리 없는 회식 있었으면 좋겠네
갈까? 이참에 톡방도 새로파고 
좋다좋다"
5297,일반 대화,"이제 곧 수능날이 다가오는구나
작년부터 수능치는 고3들 되게 안됐어
맞어 제대로 수업도 못받고 수능치게 생겼네
작년 재수생들은 수능점수가 높았다더라
아무래도 작년 재수생들은 수업 다 받고 재수공부까지 하고 했으니...
이번에도 똑같으려나
올해도 별반 다르지않을거 같아
우리 사촌동생도 올해 고3인데 이모가 많이 걱정하더라구
모두가 비슷한 입장이니 너무 걱정하시는 것도 안좋을거같아
그렇지... 근데 또 막상 자식의 미래가 걸려있으니 걱정이 안될수가 없어"
5298,기타 괴롭힘 대화,"너 입술이 똑바로 안돼냐?
야 재 뭐더라 안면장애? 그거라더라.
장애? 애자네 애자.
니들 맨날 나한테 왜 이래?
니가 똑바로 말을 못하니까 못알아듣겠잖아.
그 삐뚤어진 눈꼬리도 좀 제대로 해봐라.
그만하자.
응? 왜? 우린 이제 재미있어지려는데.
내가 애자를 첨 봐서 그래.
그만 괴롭히라고.내가 니들 다 신고할꺼야."
5299,일반 대화,"이번 년도에 태풍 많이 안왔죠?
응 작년보다 태풍이 우리나라에 영향을 안 줬어요.
왜 그럴까요? 이것도 지구 온난화 관련 된 건가?
아무래도 영향이 있을 거에요.
요즘 날씨가 정말 이상하긴해요.
맞아요. 갑자기 바람 불고, 국지성 호우주의보 내리는게 이상해요
이제부터라도 환경 보호에 힘써야 겠어요
맞아요. 정말 환경보호를 우리가 실천하지 않으면 안 될 것 같아요
조금 더 신경 써서 꼭 우리 아이들에게 좋은 환경을 물려 줍시다.
네. 꼭 미래의 아이들이 마스크 걱정 없는 지구를 만들어 보아요."
5300,협박 대화,"조용히 살라고 했는데 이새끼가깔짝깔짝건드네?
그러지마.그건 정말 너네가 잘못한거잖아
야 내가 잘못했어도 그걸 니가 뭔데 말해? 뭔데 신고하네 마네야
나쁜일이니까.
니가 경찰이야? 어? 경찰도 아닌새끼가 남의 일에 오지랖은
.그래도 그건 아니야
아 이 외골수새끼 입술 부르트도록 쳐맞아도 아직 정신 못차렸네 아 뇌는 아직 터지도록 안맞아서 그러냐?
제발. 여기서 멈춰주면 나도 조용히할게
야 니가 조용히 하는건 하나도 안중요하고 이빨 꽉 깨물어라 안그러면 이 나간다새끼야
제발 그만해."
5301,일반 대화,"여드름이 자꾸 나는데 피부과를 가야할까
아 그래? 여드름엔 피부과지
관리실을 가야할까 피부가 좋아야 하는데
피부관리실보다는 피부과가 직빵이지
그런가 그럼 오늘 퇴근하고 피부과를 한번가봐야겠다 피부가 말이아니네
그럼 레이져 한번 맞으렴
응 필링 한번 시원하게 밀고싶네
그래 각질관리 중요하지
맞제 각질관리 따로 해주고 있나?
나는 잘 안했는데 이제 진자 관리를 해야할것 같아
피부는 각질관리-보습-영양 순서지 명심하렴"
5302,갈취 대화,"어이 거기!
네? 저요?
그럼 거기 너 말고 또 누구 있어? 이리 와봐.
왜 그러시죠?
이 밤에 너 부른 이유가 뭐겠어. 얼른 지갑에서 돈 꺼내고 시계랑 돈 될만한 거 다 줘봐.
저 지금 잠시 집에서 나온 거라 아무것도 가진 게 없어요.
손목에 그건 뭐냐? 장난칠 시간 없으니까 얼른 내놓고 가.
아 이건 싸구려 시계인데.
내 말 못 알아 들었어? 뭐든 얼른 다 내놓고 가라고. 주변 얼쩡거리지 말고
네 알겠습니다."
5303,일반 대화,"요즘 운전이 점점 무서워 지는거 같아.
아 그래? 운전도 기능이라 계속 해야 늘어
자율주행자동차 생겼잖아
상용화가 되려면 조금 걸리지?
맞아 몇년 더 기다려야지
장거리 갈때는 자율주행이 좋을꺼 같애
그래도 주차기능은 진짜 좋더라
그치 자율주행이니 신경쓸 일이 없을 것 같아
저번에 한번 장거리운전하다가 졸려서 고생했어
졸음운전은 진짜 조심해야지
맞아 졸음 쉼터에서 쉬었다 가야해
맞아 졸음운전이 무서워"
5304,일반 대화,"일하는데 출장이 좋은것이 아니다
나는 출장 한번도 가본적이 없어서 가보고싶다
5시에 서울에서 회의 끝나면 집에오면 9시쯤 될거아닌가
아 그래 최악이네?
아니 다음날 오면 안되나
정말 인생이 회사때문에 피곤의 연속이네
회삿돈으로 숙소 잡아서 하루 있다가 오면 안되나?
그러면 다음날에 온들 출근할라면 5시기차 타야지
출근도 안하면 안되나? 출장 1박2일로 가면안되나?
회사생활이 내맘같지않네, 이래서 전문직이나 공무원이 최고인기라
얘기 들어보면 공무원이 참 좋긴좋아"
5305,직장 내 괴롭힘 대화,"이거 복사 천부해와
네.
신입 이거좀
네.
선생님 이것좀 해주바
아직도 복사못했니?
너네선배들은 이거다해서 가져오던데
이러기야?
죄송합니다
신입 이것도복사 좀"
5306,일반 대화,"가을은 너무 건조해.
건조해서 산불 나잖아.
산불이 엄청 사회 이슈지.
경제적 피해가 엄청나.
사람이라도 다치면 큰일이지.
안전이 제일 우선이야.
산불은 왜 날까?
대부분 담배꽁초 때문이래.
산에서 흡연자들 때문이네.
산에서 담배를 피다니."
5307,직장 내 괴롭힘 대화,"어제 스우파 봤어?
네네 완전 잼있더라구요 꺄르륵
저 완전 빠졌잖아요!!
무슨 대화중이시길래 이렇게 재밌게 얘기 하세요?
아갑자기 배가 아프네 화장실 가야겠다
아 맞다 박대리 우리 부장님이 부르셨잖아 빨리 가봐야지
아 맞다 빨리가요!!
아 일어나시게요? 저도 같이가요!!
신대리님 방금 전 스우파 얘기 하신거죠? 저도 그거 엄청 좋아해요!!
유사원! 회사가 놀이터야? 그리고 우리가 자기 친구야? 뭔 예능프로 얘기를 해?
아.죄송합니다 방금 말씀하시는거 같길래.
그리고 뭐야? 우리가 하는 얘기 엿들은 거야? 되게 기분 나쁘네 유사원은 예의가 좀 없네.눈치는 더 없고
그러게 말이야 일을 못하면 눈치라도 좀 있던가!!
죄송합니다."
5308,갈취 대화,"사정이 있었어요. 살려주세요.
뒤진 사람들 중에 사정 없는 사람 없어
맞아. 너가 죽고 싶어서 환장했구나.
저는 죽어도 좋지만 저 밑에 직원들은 일자리를 잃어요.
그래? 그럼 일단 너부터 죽자. 아니면 500만원 일단 줘.
전 재산이 300만원 뿐이라 일단 이것부터 드릴게요.
응 남은 200만원은 너 남편 패고 합의금으로 줄게.
정말 죄송해요. 뭐라든 할게요.
이제 말이 통하는구만.
죽기 싫으면 잘 하자."
5309,기타 괴롭힘 대화,"그래도 민정이 정도면 바르게 잘컸지
고마워 예지야.
엄마 없이 자라서 얼마나 고생이 많았겠어
하하.그렇지 어릴 때는 엄마 일찍 돌아가신게 참.힘들었는데 그래도 그 때를 계기로 더 열심히 한 것 같아.
지금이야 그렇게 긍정적이지난 너였으면 세상살기 정말 싫었을거야.엄마도 없는데 어디 편히 다니지도 못하고.그렇지?
그만해 예지야. 좋은 날 그런 얘기를 왜해. 다들 오랜만에 봐서 다 좋다. 
그러게.다들 잘지냈어?
난 이번에 엄마 친구분들이랑 여행보내드렸어 참 여행비용 장난아니더라.넉넉하게 용돈드리고 하니까 하하
예지 어머님은 좋으셨겠다. 
난 니가 부럽다야. 엄마 여행보낸다고 용돈 드릴 것도 없어서"
5310,협박 대화,"당신! 못배워먹은거 티내지마!!
 냅둬 못배워먹어서 고작 이딴 일이나 하는거지 
 죄송합니다.
 손님이 그렇다는데 점원이 무슨 말이 많아 어?! 손님은 왕이야 어디서 나대 나대기를!!!
 그런게 아닙니다. 아무튼 제가 죄송합니다.
 말대꾸 따박따박
 당신 부모가 당신 그딴식으로 교육시켰어? 어? 어디서 그딴 수준으로 사회에 기어나와서 민폐를 끼치는거야? 당신 뇌 뜯어가지고 내가 다시 반죽해줄까? 어?!
 제발.그만해주세요.!!!
 어휴 저런게 사회 암덩어리지! 어디서 눈을 치켜떠? 눈알 파버릴까!!! 야!! 눈 깔아!!
 쳐다보는것 좀 봐 엄마 우릴 아주 잡아먹겠네
 야!!! 그래 너 죽고싶니? 어? 오늘 너 한번 제삿날 만들어줄까? 어?! 죽여줘?
 쟤 부모는 저런걸 낳고 미역국 드셨을까? 어휴
 그만해 이 미친것들아!!!!!!!!!"
5311,일반 대화,"아침은 먹고 다니나
간단하게 쉐이크 먹지
키키 그거 혹시 단백질 쉐이크...?
노우... 미숫가루 쉐이크 키키
아 키키 그건 좀 맛있겠다 든든해?
너무 맛있어서 문제야... 핵든든함
키키 귀엽노...
점심은 뭐 먹을 거?
오늘 점심은 깐풍기다!
엥 그럼 짜장면도 시켜야지
뭘 모르네
깐풍기는 밥이랑 먹어야 함
그러면 짬뽕밥이랑 먹어라
싫어 햇반이랑 먹을 거야
키키 취향 확고하네 취존할게
영도 오면 깐풍기 맛집 알려드림
안 갈래
멀어 영도!
안 돼. 이 정도 먹을람 와"
5312,일반 대화,"나 이번에 맡은 프로젝트가 너무 커서 힘들다.
왜 어떤 프로젝트인데?
타 회사랑 협력하는 건이라서 하하 벌써 긴장되네
에이 아직 시작도 안했는데 겁부터 먹지마
그치? 나는 이렇게 큰 프로젝트 처음 해봐서 ㅠㅠ
잘 할 수 있을거야!
어차피 협력 건이면 다른 사람들도 많이 도와주겠지
휴, 갑자기 걱정이 사라지는 것 같아 키키
그래 편하게 생각해!
그리고 성공하면 너 실적도 반영 되고 좋지
그것도 그렇지. 나도 최선을 다해야겠어.
그래 열심히 해봐"
5313,일반 대화,"필라테스하면 에스라인이 되나?>
어 라인이 이뻐진다더라
신체미용에 좋네 필라테스
근데 나는 아직 효과가없네 키키 너무많이 먹어서 하하
요가도 몸매에 좋다하대
요가는 위험하다 가동범위를 넘어선 운동을 하기 때문에
이효리가 요가해서 미용 뿜뿜했지않나
이미 유연한 여자 아니였겠나
그렇네 이뻐서 좋겠다
그러니까 인생 참 편하게 살겠지 이쁜사람들은"
5314,직장 내 괴롭힘 대화,"아니 아저씨 일 빨리 안끝내세요?
아니 택배 박스 바코드만 찍는 놈이 뭘안다고 속도를 빨리 하래
아니 바코드 찍는 사람은 직원아니에요
야 니 일이 편하겠냐 허리까지 숙여서 상품 바코드 있는 부분을 뒤집어 놓는 작업이 편해보이겠냐?
어쩌라고요 그럼 아저씨도 이 일 해보시던가
야 상식적으로 누가 작업속도가 더 빠르겠냐 이 고생도 안한놈아
그야 제가 빠르죠
야 넌 알고 있으면서 나한테 갑질하냐? 저런 못난놈
어이 아저씨 노닥거리지 말고 일하시지 택배상하차 하루이틀해봐?
젊은 양반 솔직히 좀 너무 한것 아닌가 일하는 난이도가 너무 차이가 나잖아 아유 허리야
아니 이 노인네가 그럼 젊을때 공부를 하고 바코드 찍는 일하던지 배운것도 없으면서"
5315,갈취 대화,"정한아 나 오늘 배고파서 그러는데 우리 나가서 밥먹자 급식 진짜 맛이 없는거야 오늘
아 그래? 그러자 근데 너 오늘 돈 가져왔어? 아까 없다고 했던 것 같은데
어 맞아. 돈이 없어. 그래서 그런데 니가 오늘 내 밥값 좀 내줘라.
머? 차라리 돈을 빌려달라고 하지 좀 그렇잖아.
아 미안. 근데 나 돈이 없어서 하루만 니가 내줘라. 나 진짜 파스타 먹고 싶단 말이야.
파스타? 넘 비싸 나 돈 없어.
야 넌 친구가 파스타 먹고 싶다는데 좀 빌려주지 그게 어렵냐 좀 하루만 내주라 다음에 내가 살게
아니. 너 전에도 그러고 지금까지 돈 안 갚았잔아.
야 이번에는 갚는다고 맛있는거 산다니까 그러니까 니가 오늘 사라
마지막이야."
5316,기타 괴롭힘 대화,"야이 여편내야!
뭐? 당신 누군데 ?
아니 여편내가 집구석에서 밥이나 하고 애나 볼 것이지. 어디 밖에를 싸다녀?
운전은 당신이 똑바로 못해놓고 왜 내 탓을 해?
아니 이 여편내가 미쳤나. 내가 뭘 못해? 어? 이래서 여자들이 밖에 나돌면 안된다니까.쯧쯧
야 이아저씨야. 당신이 뭔데 여자타령을 하면서 사람 기분을 잡치게 해 어?
느 남편이 너 이러고 다니라고 돈벌어다 주는 줄 알아? 빨리 집으로 꺼져!
지금 집으로 가는 중이고 내 남편은 너 같은 거지같은 마인드로 안살아 알아? 니 와이프가 불쌍하다.
내 와이프는 너 같이 주제파악도 못하고 밖으로 안 싸돌거든? 하. 남자는 여자하기 나름이라는데.쯧 니 남편도 안봐도 뻔하다.
야! 니가 뭔데 우리 가족을 들먹거려?
쯧쯧. 남편 잡아먹을 년."
5317,기타 괴롭힘 대화,"출출하다. 라면 먹어야지
 저렇게 라면 먹으니깐 살찌지
 아니 배고파서 먹는건데
 그만 먹어. 살 출렁거리는 거봐
 난 건강한 편인데
 무슨 소리야 관리해야지
 운동도 잘 하는데
 뚱뚱하게 무슨 운동이야. 운동하며 뚱뚱하겠냐
 진짜야
 돼지가 거짓말만 해"
5318,기타 괴롭힘 대화,"야 김길동.
응?
야 이 새끼 말 더듬는 것좀 봐
야. 그건 네가 기형인거냐. 니 엄마 유전인거냐?
하.하.하지마. 우.우리 어.엄만 건드리지마.
내가 전에 봤는데. 얘랑 얘네 엄마랑 똑같아
니 엄마도 불쌍하다. 니같은거 낳아서
그.그만해. 안.안.그럼 선생님한테. 말.말할거야
말해봐. 말해보라고 장애인아
놀아줬더니 기어오르네"
5319,직장 내 괴롭힘 대화,"야. 너는 이걸 업무보고서라고 작성해왔냐?
죄송합니다. 과장님.
너는 내가 지난번에 한 말은 뭘로 듣고 이게 서류라고 작성했냐? 발로 썼어?!??? 어?!?
죄송합니다.그런데 지난번에 시키시는대로 작성한 것 같은데.뭐가 잘못됐는지요.
야. 너 장난해? 이 회사는 어떻게 들어왔니. 머리가 있어 없어
죄송합니다.
죄송하면 다야? 너 이딴식으로 일하라고 니네 엄마가 지금까지 키워주고 먹여준지알아?
.죄송합니다.
죄송하면 1시간안에 잘못된 점 찾아서 다시 제출해.
네.알겠습니다."
